casenew,weighta,P550tpr,P344pr,P425r,A172,A093r,A094r,A121r,SexHRP,A049r,G018r,G019r,Gorx,weightar
7044,2.17424426,839.71,209.124,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Northern Ireland,0.416673552
7035,4.341397353,706.3320852,770.799,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.831988148
7034,6.18979445,435.7404611,961.44,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,2 person,2 adults,No children,West Midlands,1.186216142
7033,7.768462655,400.295311,383.08,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,4 person,2 adults,Two or more children,Eastern,1.48875312
7032,3.86963502,43.16,204.042,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,West Midlands,0.741579314
7022,6.071918559,733.8840505,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South West,1.163626331
7017,5.323954797,367.9010362,403.85,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,1 person,1 adult,No children,West Midlands,1.02028608
7004,7.554241725,507.7541824,973.49,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,4 person,3 adults,One child,London,1.447699685
7003,4.688280362,588.6402865,231.18,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,1 person,1 adult,No children,South East,0.898465028
7000,5.595451897,1175,1184.99,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,3 adults,Two or more children,London,1.072315957
6999,3.561945995,295.4947066,219.89,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,East Midlands,0.682613594
6993,6.0866704,204.5103983,129.95,Earned income,Yes,Part-time working,Intermediate occupations,Public rented,Female,2 person,2 adults,No children,West Midlands,1.166453383
6990,3.155469281,496.239395,636.174,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.604716138
6971,9.568556233,475.0421647,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Wales,1.833724197
6963,3.925701205,249.14,443.614,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,North East,0.752323874
6963,6.645989679,585.4859605,857.6,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,2 adults,One child,North West and Merseyside,1.273641686
6957,5.319634797,239.877767,251.49,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,1.019458193
6956,4.272520968,164.3198726,99.85,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Public rented,Female,1 person,1 adult,No children,North East,0.818788633
6944,3.812738641,149.1525676,190.242,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,South West,0.730675656
6944,5.260263092,505.4922659,848.48,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,1 adult,One child,West Midlands,1.008080162
6943,6.370605165,688.3660686,764.47,Earned income,Yes,Economically inactive,Intermediate occupations,Owned,Female,4 person,2 adults,Two or more children,South East,1.220866822
6937,6.828922814,419.67977,432.18,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Eastern,1.308699108
6937,5.152444466,990.7251388,1068.39,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Scotland,0.987417732
6931,3.740203364,304.4243756,329.21,Other income,Yes,Economically inactive,Intermediate occupations,Owned,Male,4 person,2 adults,Two or more children,Eastern,0.716774949
6930,6.019296497,528.1081559,985.36,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,East Midlands,1.153541806
6924,7.287753907,150.1003598,228.555,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,1.39662979
6916,3.964402996,156.9842502,140,Other income,Yes,Economically inactive,Intermediate occupations,Public rented,Male,2 person,2 adults,No children,Scotland,0.759740709
6914,6.097200838,249.2603727,464.94,Other income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,1 adult,One child,North West and Merseyside,1.168471443
6914,4.754941594,1141.844571,967.1975,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,4 person,3 adults,One child,South East,0.911240029
6914,5.188753844,326.6663636,416.484,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Scotland,0.994376084
6913,7.470413003,735.8434897,1184.99,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,4 person,4 and more adults,No children,Yorkshire and the Humber,1.431634695
6908,2.53566315,1064.406995,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,East Midlands,0.485936097
6901,5.772712373,733.3832182,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,Scotland,1.106286268
6897,5.036244441,646.8890338,996.34,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Wales,0.965149085
6896,3.374094595,622.7419645,799.98,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,Wales,0.646613632
6895,5.712151746,474.4564745,1170.91,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,3 person,3 adults,No children,South East,1.09468039
6893,4.912627232,514.7691177,1177.97,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,3 adults,No children,Wales,0.941459005
6893,4.298614015,964.1672304,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South West,0.823789122
6871,7.058779326,484.5410909,537.3115385,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,1.352748956
6868,10.73259504,358.0310155,505.12,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,Eastern,2.056801333
6865,4.470596946,346.4415617,474.044,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.85674804
6861,9.061030757,399.0256657,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,5 person or more,3 adults,Two or more children,London,1.736461692
6854,4.547915472,480.0410781,549.69,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,2 person,1 adult,One child,South West,0.871565411
6854,3.859870281,130.0711538,150.022,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South West,0.739707994
6852,6.206267808,79.68,248.247,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,West Midlands,1.189373107
6848,8.341125749,964.1853252,1163.235,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Eastern,1.598498639
6847,5.600047827,129.64,50.192,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,London,1.073196724
6846,3.795127632,175.4810183,396.7575,Other income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,West Midlands,0.727300671
6846,5.691919064,536.3714474,316.1375,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,3 person,2 adults,One child,South West,1.090802986
6845,9.438784616,356.3769164,466.765,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,Scotland,1.808854682
6844,5.209851892,219.4747358,341.522,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Scotland,0.998419327
6843,6.6200749,235.9890506,400.132,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,1.268675361
6840,5.434969308,668.4846354,668.01,Other income,Yes,Part-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,East Midlands,1.041560972
6831,5.256092352,207.0567142,365.304,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,London,1.007280879
6830,4.614899811,51.275,143.96,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North West and Merseyside,0.884402333
6826,4.912001749,667.3012654,785.182,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.941339137
6826,5.754413099,352.138951,309.544,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,Scotland,1.102779383
6825,5.330120535,302.3943247,503.46,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,4 person,2 adults,Two or more children,North West and Merseyside,1.021467687
6820,6.18979445,511.1236074,827.09,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,2 person,2 adults,No children,West Midlands,1.186216142
6817,7.832847199,468.4146935,628.32,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,1.501091815
